row_id,pattern_id,confidence,source_phrase,method
94,robotics_automation,0.5,t); Wuhan AI-driven robotic lab (3 chemical-r,regex
94,drug_discovery,0.5,"und design (""7-day"" molecule development); Wuhan",regex
96,genai_search_knowledge,0.5,ted development coverage >94%; AI-generated,regex
96,code_copilot,0.5,>94%; AI-generated code >30%,regex
97,code_copilot,0.9,2025); AI-generated code ~20-34%; credit-app,regex
99,inventory_supplychain,0.9,odules; digitalized supply chain (NOTE: internal use,regex
100,own_llm,0.9,gyun) communication large model for autonomous netw,regex
102,demand_forecasting,0.9,"el (route/packaging/sales forecast); 5,000+ active AI",regex
103,sovereign_ai_infra,0.5,; power time-series foundation model,regex
103,own_llm,0.5,"明""(Guangming) power large model (billion-param, 600",regex
104,sovereign_ai_infra,0.9,"""九天""(Jiutian) foundation model 3.0 (July 2025, ful",regex
105,medical_diagnostics,0.5,"thcare (AI-assisted diagnosis), enterprise (tel",regex
105,own_llm,0.5,"""星火""(Spark) large model deployed across edu",regex
107,computer_vision,0.5,"+M+N"" architecture; computer vision applications",regex
107,sovereign_ai_infra,0.5,) 100-billion-param foundation model + specialized varia,regex
108,genai_search_knowledge,0.9,battery-PCS-EMS storage chain; PowerTitan,regex
111,claims_automation,0.9,on-months/month; AI claims assistant; digital-,regex
112,quality_inspection,0.9,"AI panel defect detection (ADC→ADR,",regex
115,predictive_maintenance,0.9,ning deployment; AI predictive maintenance (data + physics mod,regex
116,own_llm,0.9,"""核智·龙灵""(Longling) large model + DeepSeek integrat",regex
117,quality_inspection,0.9,machine-vision weld-defect detection; AMR ship,regex
118,own_llm,0.9,olun) industrial AI large model (design→manufacturi,regex
119,robotics_automation,0.9,ading agent; wealth robots,regex
121,demand_forecasting,0.9,ly enabled); demand-forecasting model +27% accuracy,regex
122,own_llm,0.9,"2 core techs); ""天枢"" large model (voice programming,",regex
123,quality_inspection,0.9,ADC AI defect-detection model (de,regex
124,genai_search_knowledge,0.9,"elligent回访 100% coverage; ""RADAR雷达"" smart-c",regex
125,medical_diagnostics,0.5,Fault diagnosis & early-warning p,regex
125,grid_energy_optimization,0.5,arning platform for wind/solar; AI wind-turb,regex
127,robotics_automation,0.9,"I机器人"" (interbank CD robot); 100+ intelligent",regex
128,marketing_content,0.9,"d customer service, marketing assistants, content",regex
129,marketing_content,0.5,"digital-intelligent marketing"" AI; WAIC top SAIL",regex
129,own_llm,0.5,Blast-furnace AI large model; ~300 AI applicatio,regex
130,own_llm,0.9,"智""(YuanZhi) medical large model + 10+ intelligent a",regex
131,demand_forecasting,0.5,5); cement-strength forecasting across 66 subsidiar,regex
131,own_llm,0.5,"try-first cement AI large model, w/ Huawei Pangu, A",regex
132,genai_search_knowledge,0.9,trial IoT + AI); AI knowledge station integrating,regex
136,customer_chatbot,0.5,"te-claim detection, chatbot service, AI-upgrade",regex
136,fraud_detection,0.5,"igent underwriting, fraud/duplicate-claim det",regex
138,claims_automation,0.5,across underwriting/claims/service,regex
138,underwriting_ai,0.5,ertical LLMs across underwriting/claims/service,regex
142,sovereign_ai_infra,0.9,platform (Dongguan data center); customer-service,regex
143,genai_search_knowledge,0.9,"; enterprise device knowledge base; ""润电鸿"" generat",regex
144,own_llm,0.9,atural-gas industry large model; AI safety valve (p,regex
146,marketing_content,0.9,ang Lung Plaza); AI marketing content,regex
149,personalization,0.5,tection); AI beauty personalization,regex
149,marketing_content,0.5,"form (280M yuan, 5x marketing response); Hutchiso",regex
152,own_llm,0.9,"""星睿""(Xingrui) large model (Jan 2024, first Ch",regex
153,code_copilot,0.9,"120+ scenarios, AI code >30%, agent R&D cyc",regex
154,quality_inspection,0.5,"I300) — own LLM, AI visual inspection in 5G factories, AI",regex
154,own_llm,0.5,"(also in CSI300) — own LLM, AI visual inspecti",regex
157,quality_inspection,0.9,"AI defect detection (""AI慧眼"")",regex
158,sovereign_ai_infra,0.9,"00) — ""九天""(Jiutian) foundation model 3.0, 900+ use cases",regex
159,quality_inspection,0.9,AI visual defect detection (YOLO11 d,regex
161,quality_inspection,0.9,AI comprehensive quality inspection; SAP private-cloud,regex
163,drug_discovery,0.9,AI-driven small-molecule design platform (ta,regex
164,robotics_automation,0.9,AI + robotics + IoT + visual r,regex
170,quality_inspection,0.9,AI visual quality inspection + automated hanging,regex
172,robotics_automation,0.9,"AI compound design, robotic lab (CLAIMED tier",regex
173,quality_inspection,0.9,AI quality inspection with unified cross-,regex
175,code_copilot,0.9,merchant tools; AI coding,regex
176,drug_discovery,0.9,"望石智慧, target-pocket/molecule generation/ultra-hi",regex
177,genai_search_knowledge,0.5,"i) medical LLM (40M knowledge sources, 2M medical",regex
177,medical_diagnostics,0.5,"ies); ""AI京医"" suite (diagnostic assistant, AI do",regex
179,marketing_content,0.9,lytics for products/marketing; digital production,regex
180,marketing_content,0.9,AI customer service/marketing,regex
181,customer_chatbot,0.9,GenAI chatbot analyzing 2M+ custo,regex
183,claims_automation,0.9,project automating claims handling; Anthropic,regex
185,drug_discovery,0.9,"group; AI-supported drug discovery (Nubeqa, Kerendia)",regex
187,quality_inspection,0.9,nsburg plant for AI quality control in vehicle producti,regex
194,robotics_automation,0.5,p with startup HappyRobot) to boost efficienc,regex
194,inventory_supplychain,0.5,DHL Supply Chain deploys autonomous,regex
195,customer_chatbot,0.5,"""Frag Magenta"" AI chatbot in customer service",regex
195,genai_search_knowledge,0.5,"""Frag Magenta"" AI chatbot",regex
197,inventory_supplychain,0.9,the group; full AI inventory of all deployed AI,regex
200,claims_automation,0.5,issuance and rapid claims settlement for part,regex
200,underwriting_ai,0.5,"ssessment / digital underwriting systems (""automatis",regex
203,sovereign_ai_infra,0.9,power chips for AI data centers (strong AI-driven,regex
208,quality_inspection,0.9,ment (Macan); AI in quality control and car configurato,regex
211,demand_forecasting,0.5,g AI weather/energy forecasting models (temperature,regex
211,grid_energy_optimization,0.5,"ure, precipitation, wind) for renewables; AI",regex
212,internal_copilot,0.9,"erative AI (""Joule"" copilot) embedded across SA",regex
213,personalization,0.9,"tyle visualization, personalized recommendations);",regex
214,internal_copilot,0.9,"lity results; ""nine copilots"" for industry",regex
215,customer_chatbot,0.5,h generative AI for conversational diagnostics,regex
215,predictive_maintenance,0.5,ital twins; Senseye Predictive Maintenance enhanced with gener,regex
216,medical_diagnostics,0.9,orkflows in complex diagnosis and therapy; comp,regex
217,claims_automation,0.5,edients and product claims from proprietary da,regex
217,demand_forecasting,0.5,"vision AI"" AI-based forecasting tool predicting tas",regex
223,internal_copilot,0.9,Microsoft Copilot deployed internally,regex
224,customer_chatbot,0.9,AI virtual assistant (built by Ayesa) su,regex
226,robotics_automation,0.5,"AI, robotics & data analytics",regex
226,grid_energy_optimization,0.5,lona) for operating wind/solar assets,regex
228,internal_copilot,0.5,tegy: Microsoft 365 Copilot deployed to entire,regex
228,code_copilot,0.5,o entire workforce; GitHub Copilot for 800+ developers,regex
231,computer_vision,0.9,rport; real-time AI video analytics for ground handling,regex
232,voice_assistant,0.5,"n, customer service voice assistants",regex
232,fraud_detection,0.5,"ictive maintenance, fraud detection, grid dis",regex
233,predictive_maintenance,0.9,"m) for gas-pipeline predictive maintenance, processing 500k+ d",regex
234,internal_copilot,0.9,Generative-AI employee assistant + multimodal AI (wi,regex
236,predictive_maintenance,0.9,mization System for predictive maintenance; AI labs in London,regex
238,internal_copilot,0.9,using Microsoft 365 Copilot & AI agents (up fro,regex
239,inventory_supplychain,0.9,2025); AI-optimized supply chain,regex
241,claims_automation,0.9,es; fully AI-driven claims resolution via What,regex
243,call_center_ai,0.9,I virtual agents in contact center (with IBM Consultin,regex
244,genai_search_knowledge,0.5,Airparfum digital fragrance platform,regex
244,personalization,0.5,dation agent (500k+ personalized suggestions/month,regex
247,algo_trading,0.5,tup); digital batch-execution manufacturing (Rock,regex
247,hands_free_driving,0.5,facturing (Rockwell/Adasoft),regex
252,customer_chatbot,0.9,"Generative-AI ""conversational banking"" model (wit",regex
254,personalization,0.5,"n evaluation, guest personalization, CV screening",regex
254,marketing_content,0.5,"AI for marketing content production,",regex
256,genai_search_knowledge,0.9,Generative AI (RAG method) for aeronau,regex
258,customer_chatbot,0.9,nerative+agentic AI conversational assistants in Sales,regex
264,fraud_detection,0.5,ership for AI-based fraud detection / claims,regex
264,claims_automation,0.5,d fraud detection / claims automation,regex
267,internal_copilot,0.9,"y end-2026); 10,000 Copilot licenses, 6,000 dev",regex
269,quality_inspection,0.9,to prevent product defects (steel quality); A,regex
274,sovereign_ai_infra,0.9,"I entity), building data centers; DataLab earned LN",regex
278,customer_chatbot,0.9,"la"" shopping-advice chatbot on carrefour.fr, AI",regex
282,internal_copilot,0.9,ee upskilling; M365 Copilot at scale (own press,regex
286,grid_energy_optimization,0.9,"rone inspection for solar assets (own news, V",regex
287,genai_search_knowledge,0.9,rate electricity-storage project developmen,regex
288,voice_assistant,0.9,asses with on-board voice AI (photo/video/calls/,regex
290,drug_discovery,0.9,data to accelerate drug discovery (own release),regex
295,customer_chatbot,0.9,""" and ""EVA"" virtual digital assistants serving clients; A",regex
296,genai_search_knowledge,0.9,"for electricity storage; ENGIE+Blue449 ""So",regex
297,computer_vision,0.9,(Meta AI real-time computer vision) launched with Meta,regex
298,personalization,0.9,"lt on Azure OpenAI, personalized recommendations t",regex
302,drug_discovery,0.9,data to accelerate drug discovery (own service),regex
304,computer_vision,0.9,"rating AI services (image recognition, voice control) int",regex
306,inventory_supplychain,0.5,r personalization & supply chain (own interviews),regex
306,personalization,0.5,ata/AI platform for personalization & supply chain,regex
307,digital_twin,0.9,Universal tire digital twin — combines tire phy,regex
308,demand_forecasting,0.9,"es and supply-chain demand forecasting (""Innovation@sca",regex
311,sovereign_ai_infra,0.9,"ive Intelligence"" — sovereign agentic generative-",regex
312,marketing_content,0.9,"tion; ""Genie"" genAI marketing tool in pilot (own",regex
313,inventory_supplychain,0.9,"t each stage of the supply chain (launched 2020), hu",regex
314,marketing_content,0.5,product renders for marketing content) built on N,regex
314,own_llm,0.5,"Proprietary GenAI platform ""CREAITECH"" (3D pro",regex
315,computer_vision,0.9,gram integrates AI: image recognition + voice control (pa,regex
316,genai_search_knowledge,0.9,"ting all enterprise knowledge into an ""intelligen",regex
317,predictive_maintenance,0.5,quality control and predictive maintenance (own magazine),regex
317,quality_inspection,0.5,stry 2027 plan) for quality control and predictive main,regex
319,quality_inspection,0.9,g to reduce quality defects (own subsidiary pa,regex
325,sovereign_ai_infra,0.9,r smart buildings & data centers (own solutions pag,regex
326,internal_copilot,0.9,trial generative-AI copilot built with Microsof,regex
328,customer_chatbot,0.5,g proprietary genAI chatbot); 8 prioritized LLM,regex
328,internal_copilot,0.5,Adopted Microsoft Copilot for employees (disc,regex
330,customer_chatbot,0.5,factories; internal chatbot on Azure OpenAI Ser,regex
330,internal_copilot,0.5,re OpenAI Service + Copilot fed by group data,regex
332,inventory_supplychain,0.9,"izing AI across the supply chain since 2020 (""AI at",regex
336,voice_assistant,0.9,as real-time accent/voice AI for agent calls (~E,regex
337,sovereign_ai_infra,0.9,r delivering secure/sovereign defense AI (incl. n,regex
341,internal_copilot,0.9,"oyees/stakeholders ""copilot"" water/waste/energy",regex
342,predictive_maintenance,0.9,"bid identification, predictive maintenance and jobsite safety;",regex
346,medical_diagnostics,0.9,Clinical AI suite: risk-scoring,regex
347,demand_forecasting,0.5,AI/ML demand forecasting & supply chain o,regex
347,inventory_supplychain,0.5,emand forecasting & supply chain optimisation (o9 So,regex
348,customer_chatbot,0.5,Axis Aha! 2.0 conversational AI banking assistan,regex
348,translation_language,0.5,"assistant (NLP/ML, multilingual) — 20M queries, sel",regex
349,call_center_ai,0.9,"GenAI across call centres, software dev, cus",regex
350,claims_automation,0.5,s); vendor/research claims of AI predictive an,regex
350,robotics_automation,0.5,120 collaborative robots across 3 plants (U,regex
355,inventory_supplychain,0.9,"ring precision, QA, supply chain optimisation",regex
357,drug_discovery,0.9,ment; GenAI in R&D (molecule identification); Ky,regex
358,marketing_content,0.9,driven personalised marketing & community engagem,regex
360,customer_chatbot,0.5,I initiatives incl. chatbot; AI/analytics for q,regex
360,predictive_maintenance,0.5,r quality control & predictive maintenance in continuous manuf,regex
361,own_llm,0.9,"Force 2.0"" agentic+GenAI platform — primarily SOLD to",regex
362,customer_chatbot,0.9,EVA AI chatbot (instant answers on,regex
363,fraud_detection,0.9,latform + real-time fraud monitoring system b,regex
364,claims_automation,0.5,"iting engine, early claims prediction, mis-sal",regex
364,underwriting_ai,0.5,"Automated underwriting engine, early claim",regex
365,predictive_maintenance,0.9,t Renukoot smelter; predictive maintenance via digital sensors,regex
366,demand_forecasting,0.5,"AI demand forecasting & supply chain """,regex
366,inventory_supplychain,0.5,"emand forecasting & supply chain ""nerve centre""/digi",regex
367,customer_chatbot,0.9,"virtual assistant / chatbot — multi-channel, vo",regex
368,fraud_detection,0.5,u + GST); AI-driven fraud detection analysing,regex
368,underwriting_ai,0.5,end-to-end digital underwriting (txn data + credit,regex
369,customer_chatbot,0.9,"Eskai GPT-4-powered chatbot (10 languages, in-h",regex
371,customer_chatbot,0.9,"h ""Krishi Mitra"" AI chatbot (voice-to-text, reg",regex
373,predictive_maintenance,0.9,"rmality prediction, predictive maintenance",regex
374,customer_chatbot,0.5,""" conversational AI chatbot/voicebot (Gupshup/A",regex
374,voice_assistant,0.5,sational AI chatbot/voicebot (Gupshup/Active.Ai),regex
375,internal_copilot,0.5,"Microsoft Copilot deployed to 140,000",regex
375,sovereign_ai_infra,0.5,PC projects; NVIDIA sovereign-AI data centre buil,regex
376,predictive_maintenance,0.5,"or smart factories, predictive maintenance, AI-driven manufact",regex
376,medical_diagnostics,0.5,ons; GenAI-assisted diagnostics across Auto & F,regex
377,aml_kyc,0.5,strategic stake in Amlgo Labs for ML/AI ca,regex
377,demand_forecasting,0.5,"optimisation, sales/demand forecasting; strategic stake",regex
378,inventory_supplychain,0.5,ctive analytics for supply chain optimisation & driv,regex
378,digital_twin,0.5,centre in Bhiwandi (digital twin + AI systems); AI/p,regex
379,predictive_maintenance,0.5,"oot-cause analysis, predictive maintenance (operational ~sprin",regex
379,medical_diagnostics,0.5,driven monitoring & diagnostics (Toshiba) acros,regex
380,genai_search_knowledge,0.9,"""Pragya-AIX"" AI platform",regex
381,predictive_maintenance,0.9,"ross 5 focus areas: predictive maintenance, outage management,",regex
383,underwriting_ai,0.9,"AI-powered underwriting (Datamatics TruAI,",regex
384,underwriting_ai,0.9,AI underwriting & model-driven pric,regex
385,customer_chatbot,0.9,elligent Assistant) chatbot (built with Payjo),regex
386,fraud_detection,0.5,ime digital-payment fraud detection incl. IDP,regex
386,document_ocr,0.5,aud detection incl. IDPIC (Rs 20cr with Ban,regex
387,drug_discovery,0.9,AI in drug discovery — small-molecule de,regex
390,demand_forecasting,0.5,"(15+ yrs datasets), demand forecasting, supply chain op",regex
390,inventory_supplychain,0.5,"demand forecasting, supply chain optimisation, prici",regex
391,quality_inspection,0.9,"dev, manufacturing defect reduction, demand p",regex
392,own_llm,0.9,ocess optimisation; GenAI platforms (own disclosure vi,regex
394,demand_forecasting,0.5,tory optimisation & demand forecasting (Onebeat partner,regex
394,inventory_supplychain,0.5,AI inventory optimisation & dema,regex
395,inventory_supplychain,0.9,n selection; AI-led supply chain/warehouse optimisat,regex
398,robotics_automation,0.5,ins & collaborative robots in ABB's Bengaluru,regex
398,digital_twin,0.5,"enabled inspection, digital twins & collaborative ro",regex
400,demand_forecasting,0.9,AI forecasting of renewables gener,regex
402,aml_kyc,0.9,"ment, logistics streamlining (GPS/RFID flee",regex
404,customer_chatbot,0.5,"er & ""ADI"" customer chatbot for banking queries",regex
404,genai_search_knowledge,0.5,I internal employee knowledge platform,regex
405,customer_chatbot,0.5,fineries; Yellow.ai virtual assistants (self-claimed $10M,regex
405,predictive_maintenance,0.5,ccenture); UptimeAI predictive maintenance in refineries; Yell,regex
406,demand_forecasting,0.5,/data analytics for demand forecasting & supply chain d,regex
406,inventory_supplychain,0.5,emand forecasting & supply chain decisioning across,regex
408,fraud_detection,0.9,time AI transaction fraud monitoring; AI pers,regex
412,customer_chatbot,0.5,"property valuation, chatbots & automated market",regex
412,marketing_content,0.5,hatbots & automated marketing (own blog — generic,regex
414,predictive_maintenance,0.9,rosion protection & predictive maintenance scheduling; Rs 600,regex
415,demand_forecasting,0.5,Godrej AI Lab: AI demand forecasting >75% accuracy (I,regex
415,computer_vision,0.5,plenishment & shelf-image recognition across 1M outlets/6,regex
418,predictive_maintenance,0.5,tion; connected-car predictive maintenance,regex
418,quality_inspection,0.5,"ots, robot-assisted quality inspection & end-of-line AI te",regex
419,customer_chatbot,0.5,"AI-powered chatbots for bookings, AI-d",regex
419,personalization,0.5,"bookings, AI-driven personalized room allocation (",regex
420,predictive_maintenance,0.5,"E"" AI/deep-learning predictive maintenance across refinery ops",regex
420,digital_twin,0.5,inery ops; AI-based digital twin for IndMax FCCU tec,regex
424,predictive_maintenance,0.9,T Bombay MoU for AI predictive maintenance & QC in shipbuildin,regex
425,customer_chatbot,0.5,"""Mattu & Mittu"" AI chatbots/virtual assistants",regex
425,credit_risk,0.5,l advice; AI-driven credit scoring,regex
426,customer_chatbot,0.5,AI chatbots for customer servi,regex
426,fraud_detection,0.5,"ustomer service, AI fraud detection in audit",regex
428,fraud_detection,0.9,"alytics & real-time fraud detection (Rs 3,400",regex
431,predictive_maintenance,0.9,"w-mix control, mill predictive maintenance; AI+IoT for manufac",regex
432,internal_copilot,0.5,so sells Industrial Copilot & AI agents as prod,regex
432,genai_search_knowledge,0.5,ns 25 factories leveraging AI + digital twi,regex
434,robotics_automation,0.5,driven automation & robotics in new Nagpur/MI,regex
434,sovereign_ai_infra,0.5,& robotics in new Nagpur/MIHAN plants (Indu,regex
435,customer_chatbot,0.5,"IA"" multilingual AI chatbot (NLP voice+chat, 98",regex
435,credit_risk,0.5,tal onboarding); AI credit scoring/lending decisions r,regex
437,predictive_maintenance,0.5,& grid management; predictive maintenance & smart grid (AWS/D,regex
437,demand_forecasting,0.5,agent for renewable forecasting & grid management;,regex
438,predictive_maintenance,0.5,"hicle intelligence, predictive maintenance & riding analytics;",regex
438,inventory_supplychain,0.5,across product dev/supply chain/customer service,regex
439,customer_chatbot,0.5,atbot card-blocking chatbot; Accenture-built AI,regex
439,voice_assistant,0.5,"""UVA"" AI voice assistant (NLP, multilingual,",regex
440,demand_forecasting,0.5,AI demand forecasting & supply chain o,regex
440,inventory_supplychain,0.5,emand forecasting & supply chain optimisation refere,regex
442,customer_chatbot,0.5,"alytics, AI Potline chatbot for plant data, ML",regex
442,predictive_maintenance,0.5,"for plant data, ML predictive maintenance (Infinite Uptime) a",regex
443,robotics_automation,0.9,Computer-vision + robotics for automated pl,regex
444,robotics_automation,0.9,AI+robotics automated e-wast,regex
445,grid_energy_optimization,0.9,or Milan electrical grid optimization (geo/topological/me,regex
447,personalization,0.9,time adaptive sound personalization; Ampli-Mini),regex
448,predictive_maintenance,0.9,AI-based predictive maintenance using Vega launch t,regex
451,customer_chatbot,0.9,"""DiAloga"" conversational generative-AI home",regex
452,customer_chatbot,0.9,AI virtual assistant deployed across hom,regex
453,demand_forecasting,0.9,"Closing"" ML system forecasting accounting indicato",regex
455,customer_chatbot,0.9,"""Dotti"" virtual assistant 24/7 (Facebook Mess",regex
459,personalization,0.9,Solomei AI hub) for personalized digital shopping,regex
461,personalization,0.9,AI-driven recommendations + real-time journe,regex
462,medical_diagnostics,0.9,Algorithmic diagnostics + AI to assess,regex
463,predictive_maintenance,0.9,ML-based predictive maintenance for grid digitaliza,regex
464,demand_forecasting,0.9,enewable generation forecasting for energy manageme,regex
466,predictive_maintenance,0.5,"lops/s) powering ML predictive maintenance, seismic data analy",regex
466,sovereign_ai_infra,0.5,HPC7 supercomputer (861 PFlops/s) powe,regex
467,personalization,0.9,IBM watsonx AI for personalized fan content,regex
470,digital_twin,0.9,ent ship (AI/ML/IoT/digital twins) via Ingegnum + Ne,regex
472,customer_chatbot,0.5,RPA + AI + chatbots to transform claim,regex
472,claims_automation,0.5,atbots to transform claims processing,regex
473,credit_risk,0.5,"(3 research teams): risk modeling, claims assessme",regex
473,claims_automation,0.5,"ms): risk modeling, claims assessment, smart u",regex
475,code_copilot,0.9,", credit, controls, software development",regex
478,digital_twin,0.9,AI + digital twins for fully digitali,regex
481,digital_twin,0.5,"m for AI model dev, digital twins, big-data analysis",regex
481,sovereign_ai_infra,0.5,davinci-1 supercomputer + Hypercomputing Co,regex
483,fraud_detection,0.9,Automated AI anti-fraud systems monitoring,regex
485,personalization,0.9,implify processes + personalize client management,regex
488,fraud_detection,0.9,ML fraud-detection models fl,regex
490,customer_chatbot,0.9,"AI virtual assistant (""Assistente Virtua",regex
491,personalization,0.9,AI in Super App for personalization + internal ope,regex
492,document_ocr,0.9,SAP Business AI + Document AI embedded in operati,regex
496,robotics_automation,0.9,n autonomous subsea robots/drones interpretin,regex
497,predictive_maintenance,0.5,+ AI + sensors for predictive maintenance / failure forecasti,regex
497,demand_forecasting,0.5,intenance / failure forecasting on gas network (par,regex
504,digital_twin,0.9,Digital twins + ML for steel fus,regex
505,demand_forecasting,0.9,+ predictive demand-forecasting algorithms at Contr,regex
506,robotics_automation,0.9,ed grid solutions + robots/drones for mainten,regex
509,claims_automation,0.9,IBM watsonx-enabled claims processing automati,regex
510,claims_automation,0.9,cation for accident claims (Unipol app),regex
518,customer_chatbot,0.9,"Chat"" company-wide chatbot (CB3 + Azure OpenAI",regex
522,robotics_automation,0.9,I-equipped humanoid robots (partner Highlande,regex
525,document_ocr,0.9,AI-OCR deployed company-wi,regex
528,hands_free_driving,0.9,Next-gen EyeSight ADAS uses image-recognit,regex
530,genai_search_knowledge,0.9,access to engineer knowledge/expertise (with Mic,regex
537,code_copilot,0.9,"bagin CS applied AI coding agent ""Devin"" to so",regex
549,customer_chatbot,0.9,"Generative AI chatbot built on ""S-hare"" d",regex
550,genai_search_knowledge,0.9,thinking + economic knowledge,regex
554,call_center_ai,0.9,deployed across 12+ contact center locations for opera,regex
556,credit_risk,0.9,Generative AI for loan approval memos & corporate c,regex
560,medical_diagnostics,0.9,"""REiLI"" medical imaging AI brand (since 201",regex
562,demand_forecasting,0.5,AI demand forecasting for cosmetics in,regex
562,inventory_supplychain,0.5,sting for cosmetics inventory,regex
563,computer_vision,0.9,"""Kirei Skin AI"" facial skin analysis (v2.0",regex
564,internal_copilot,0.9,generative AI (M365 Copilot + Kao i-Lake platfo,regex
566,predictive_maintenance,0.5,"ns) diagnoses plant equipment failures, tested at Tokai f",regex
566,medical_diagnostics,0.5,chnician decisions) diagnoses plant equipment f,regex
567,customer_chatbot,0.9,"""Alli"" AI chatbot automates internal",regex
573,genai_search_knowledge,0.5,obot generative AI (RAG) PoV completed Jun,regex
573,robotics_automation,0.5,s with Hitachi; DataRobot generative AI (RAG),regex
578,customer_chatbot,0.9,"Generative AI chatbot on ""Beauty Tablet""",regex
582,inventory_supplychain,0.9,AI-powered supply chain planning with Kinax,regex
583,document_ocr,0.9,Data Fusion for AI/OCR text conversion & r,regex
585,drug_discovery,0.5,"""Drug Discovery AI Factory"" (with F",regex
585,sovereign_ai_infra,0.5,"""Drug Discovery AI Factory"" (with FRONTEO) for",regex
