company,country,vertical,raw_sector,horizontal,use_case,existence,value_claimed,tier,source_url,date
Nippon Telegraph & Telephone Corp.,JP,,,Core / Domain,"NTT DATA expanded partnership with Google Cloud to build a dedicated global Gemini Enterprise practice and co-develop reusable AI agents for banking, insurance, manufacturing and retail, using a forward-deployed-engineer model. [Google Cloud (Gemini Enterprise)]",claimed,"targets 5,000 certified experts and up to 500 co-developed AI agents",,https://www.nttdata.com/global/en/news/press-release/2026/june/060900,2026-06
Munich Re,DE,,,Core / Domain,GenAI Co-Pilot on the REALYTIX ZERO cloud underwriting platform: underwriters/insurers enter natural-language prompts and the generative-AI assistant turns them into detailed insurance product proposals that can be launched via the online product studio within hours. Munich Re describes it as its first deployment of generative AI in an operational setting. [Munich Re REALYTIX ZERO (generative AI)],claimed,none,,https://www.reinsurancene.ws/munich-re-launches-generative-ai-realytix-zero-co-pilot/,2024-05
Munich Re,DE,,,Core / Domain,"aiSure / Insure AI: parametric insurance product that assumes the performance risk of third-party AI models (e.g. fraud detection, asset valuation, automated claims). Munich Re wrote the first insurance policy for an AI model's performance in 2018 and continues to underwrite AI-performance guarantees backed by its reinsurance capacity. [Munich Re (aiSure)]",confirmed,none,,https://www.the-digital-insurer.com/wp-content/uploads/securepdfs/2025/03/Munich-Re-aiSure-case-study-YE-Mar-2025-v2.pdf,2018
Munich Re,DE,,,Core / Domain,"Predictor AI-augmented underwriting platform (Automation Solutions): combines rules-based analysis, third-party data and machine learning to score risk and automate life & health underwriting decisions. Munich Re runs the end-to-end AI model development, deployment, monitoring and maintenance and offers reinsurance on AI-underwritten policies. Available to L&H insurers in APAC/MEA. [Munich Re Automation Solutions (Predictor, integrates ALLFINANZ/SPARK/NOVA)]",claimed,none,,https://www.insurancebusinessmag.com/us/news/technology/munich-re-announces-nextgen-aipowered-underwriting-solution-447332.aspx,2023-05
Munich Re,DE,,,Core / Domain,"CatAI program: computer-vision models analyze post-disaster aerial imagery to identify the most damaged areas, prioritize claims-adjuster response and speed reimbursement after natural catastrophes. Built with Google Cloud using Visual Inspection AI, semi-supervised segmentation and TPUs. [Google Cloud (Visual Inspection AI, TPUs); Google Research]",confirmed,92% faster model training; ~90% less labeled data; deployment in ~1/3 the time and ~1/3 the cost vs traditional methods,,https://cloud.google.com/transform/insurance-ai-disaster-recovery-claims-response-munich-re-google-research,missing
Munich Re,DE,,,Customer Support,"SMAART analytics platform AI chatbot (Munich Re HealthTech): a natural-language, AI-powered chatbot that lets users query the SMAART health-insurance analytics platform and get instant answers across multiple languages. [Oracle Cloud Infrastructure AI services]",confirmed,none,,https://www.oracle.com/cloud/technical-case-studies/munich-re-healthtech/,missing
Munich Re,DE,,,Core / Domain,"Sixfold AI integration into REALYTIX ZERO: embeds Sixfold's generative-AI risk analysis directly into the underwriting workflow, auto-reviewing and enriching submissions with external data, generating an 'appetite fit' score to prioritize submissions and assisting underwriters with referral and rating decisions plus downstream quoting/binding. [Sixfold (AI underwriting) on Munich Re REALYTIX ZERO]",claimed,none,,https://fintech.global/2026/04/10/sixfold-integrates-underwriting-ai-into-munich-res-realytix-zero/,2026-04
Munich Re,DE,,,Core / Domain,"Location Risk Intelligence platform (Risk Management Partners): analytics platform that scores climate and natural-hazard physical risk for any location or asset portfolio worldwide, including a Climate Change Edition with IPCC-compliant forward-looking scenarios, used to improve portfolio and claims management. Distributed as SaaS via Microsoft marketplace and Nasdaq Data Link. [Munich Re on Microsoft Azure; distributed via Nasdaq Data Link]",confirmed,none,,https://www.munichre.com/rmp/en/products/location-risk-intelligence.html,2021
Munich Re,DE,,,Core / Domain,"alitheia automated life & disability underwriting platform (Munich Re US Life): uses patented AI and natural-language processing plus configurable rules and real-time data to automate rapid risk assessment and instant underwriting decisions for term-life products sold online. Deployed by carriers including John Hancock. [Munich Re (alitheia, patented AI/NLP)]",confirmed,processes ~75% of cases in less than 48 hours,,https://www.munichre.com/us-life/en/digital-solutions/alitheia.html,missing
Bank of China,CN,,,Core / Domain,"BOCAI enterprise large-model capability platform: a model matrix deploying 10+ mainstream LLMs (including DeepSeek and Qwen3) that serves the whole bank via APIs, agents and application paradigms, underpinning 400+ intelligent assistants across credit, marketing, operations, office, customer service and technology. [DeepSeek, Alibaba Qwen3 (plus 10+ models on internal platform)]",confirmed,400+ intelligent assistants; 10+ deployed models; 180+ innovation outputs,,https://www.mpaypass.com.cn/news/202604/16121417.html,2026
Bank of China,CN,,,Back-office / Ops,"DeepSeek R1 internal (on-premise) deployment powering employee Q&A, intelligent R&D, market analysis and automated report/credit-report generation across 10+ head-office and branch business scenarios. [DeepSeek (R1)]",claimed,"3,600+ users in the intelligent-research scenario; 10+ scenarios live",,https://www.cnstock.com/commonDetail/382399,2025-03
Bank of China,CN,,,Software / Code,"Intelligent R&D / coding assistant for software engineering, rolled out bank-wide to development teams. [BOCAI platform (DeepSeek/Qwen3)]",confirmed,"10,000+ users; code adoption rate over 30%",,https://www.mpaypass.com.cn/news/202604/16121417.html,2026
Bank of China,CN,,,Sales / Marketing,Intelligent marketing assistant supporting relationship managers at all levels with AI-generated marketing content and client guidance. [BOCAI platform],confirmed,Deployed to relationship managers at all levels,,https://www.mpaypass.com.cn/news/202604/16121417.html,2026
Bank of China,CN,,,Customer Support,"Intelligent Q&A assistant deployed across all branches, and a remote customer-service assistant covering the majority of remote-banking service scenarios. [BOCAI platform]",confirmed,Q&A assistant covers all branches; remote CS assistant covers 90% of scenarios,,https://www.mpaypass.com.cn/news/202604/16121417.html,2026
Bank of China,CN,,,Back-office / Ops,"AI-based document/voucher (OCR) recognition and auto-verification for back-office operations, replacing manual ticket/certificate checking.",confirmed,Supports 270+ voucher/certificate types; ~1.5 million calls per day,,https://www.mpaypass.com.cn/news/202604/16121417.html,2026
Bank of China,CN,,,Back-office / Ops,"Robotic Process Automation (RPA) with AI, automating repetitive operational workflows across the bank.",confirmed,"Covers 3,600+ scenario applications; nearly 300,000 tasks executed per month",,https://www.mpaypass.com.cn/news/202604/16121417.html,2026
Bank of China,CN,,,Security / Risk,"Comprehensive/enterprise-wide risk management portal using AI for risk monitoring and early warning, integrating internal credit, accounting, balance-sheet and audit data.",confirmed,"~200,000+ calls per day",,https://www.mpaypass.com.cn/news/202604/10085326.html,2026
Bank of China,CN,,,Security / Risk,"Real-time anti-fraud machine-learning model for mobile banking, using high-dimensional transaction behaviour profiling (RFM features, hundreds of thousands of dimensions) and XGBoost with streaming + batch computation to score every transaction into risk tiers combined with expert rules. [XGBoost, Spark (in-house model)]",confirmed,"Validation AUC 0.997, test AUC 0.972, KS up to 0.83; intercepts more fraud while lowering monthly challenge/false-positive volume",,https://ishare.ifeng.com/c/s/v0025IeIKFbHQn7Dvh3SAPMviIUR377LtjSl5aMF-_7Dqkho__,2021
Bank of China,CN,,,Core / Domain,"'BOC Smart Investment' (中银慧投) robo-advisor: AI-driven intelligent investment-advisory service combining a self-learning machine-learning algorithm model with the bank's human investment-advisor team, offering personalized multi-currency, multi-market portfolio allocation online and offline. [In-house AI/ML model]",confirmed,none,,https://www.bankofchina.com/aboutboc/ab8/201804/t20180423_12060016.html,2018-04
Bank of China,CN,,,Security / Risk,"AI governance and safe-deployment framework ('three lines of defense') for high-risk domains (risk control, credit approval, investment), enforcing model-not-online, data-not-leaving-bank principles and mandatory human review, with preference for high-precision explainable AI in high-risk areas.",confirmed,none,,https://www.cs.com.cn/xwzx/hg/202504/t20250411_6484941.html,2025-04
Deutsche Telekom,DE,,,Customer Support,"Frag Magenta AI customer-service assistant: chatbot and voicebot handling 380+ customer concerns 24/7 across web, app and phone hotline, with seamless handover to human agents. Voice version (Frag Magenta Voice) added natural-language understanding on the hotline. [Rasa NLU + in-house T-Duplex (originally IBM Watson)]",confirmed,Over 4 million customer dialogues in 2022; resolves more than a third of concerns immediately,,https://www.telekom.com/en/company/details/frag-magenta-one-genai-1055154,2016
Deutsche Telekom,DE,,,Core / Domain,"AI Phone (T Phone 3) and AI Tablet with a dedicated 'magenta button' launching Perplexity's AI assistant as a personal secretary (calendar, email drafting, summarization, translation, travel/shopping), plus Picsart AI image editing. [Perplexity (assistant), Picsart (imaging)]",confirmed,none,,https://www.telekom.com/en/media/media-information/archive/our-ai-phone-brings-ai-for-everyone-1095198,2025-08
Deutsche Telekom,DE,,,Core / Domain,"RAN Guardian agentic-AI agent that monitors and optimizes Radio Access Network operations in real time, identifies/prioritizes network issues and recommends or autonomously implements corrective actions (resource reallocation, config changes) for self-healing networks. [Google Cloud - Gemini 2.0 on Vertex AI (CloudRun, BigQuery, Firestore)]",claimed,none,,https://www.telekom.com/en/media/media-information/archive/deutsche-telekom-and-google-cloud-partner-on-agentic-ai-for-autonomous-networks-1088504,2025-02
Deutsche Telekom,DE,,,Security / Risk,"IBM Concert AI-powered automation for IT security: automates patch management and vulnerability remediation across hybrid-cloud/customer systems (Windows Server, Linux distros). Piloted then moved toward full deployment. [IBM (IBM Concert)]",confirmed,10x reduction in median time-to-patch for critical vulnerabilities (80 hours to 8 hours); per-instance patching cut from 90 to max 20 minutes,,https://newsroom.ibm.com/2025-07-02-deutsche-telekom-selects-ibm-concert-to-accelerate-it-processes-with-ai-powered-automation,2025-07
Deutsche Telekom,DE,,,Back-office / Ops,"HR process transformation via Pega hyperautomation for Deutsche Telekom Services Europe: over 800 HR processes modernized with AI-driven automation of data input and calculations, replacing a 15-year-old legacy system. [Pegasystems (Pega hyperautomation), implemented by T-Systems]",confirmed,HR efficiency up 80%; process times reduced over 50%; 80% automation of data input/calculations; satisfaction 8.4/10,,https://www.t-systems.com/de/en/success-stories/digital/hr-transformation-with-hyperautomation-for-dtse,2025
Deutsche Telekom,DE,,,Sales / Marketing,"Google Veo AI video generation to create personalized YouTube ads at scale, producing many tailored video assets for different audience segments (e.g. 150 variants in the Unlimited campaign) using a human-machine creative loop. [Google Veo (Veo 3)]",confirmed,View rate reached 56% (vs 37% industry average); ad recall +3.8pp,,https://business.google.com/en-all/think/search-and-video/telekom-veo-campaign/,2025
Deutsche Telekom,DE,,,Back-office / Ops,"Multi-year OpenAI partnership deploying ChatGPT Enterprise to employees for productivity/workflows and co-developing AI products across customer care, communication and network operations. Employees get secure access to OpenAI's most capable tools. [OpenAI (ChatGPT Enterprise)]",claimed,none,,https://www.telekom.com/en/media/media-information/archive/openai-and-telekom-collaborate-1100164,2025-09
Deutsche Telekom,DE,,,Security / Risk,"Palo Alto Networks Cortex AI-driven SecOps (Sovereign Cortex) delivered as a sovereign security service (with T Security) for European regulated sectors (healthcare, financial services, public sector, critical infrastructure), with sovereignty and compliance controls (GDPR, NIS2, DORA). [Palo Alto Networks (Cortex AI-driven SecOps)]",claimed,none,,https://www.paloaltonetworks.com/company/press/2026/palo-alto-networks-and-deutsche-telekom-bring-ai-driven-security-with-advanced-sovereignty-controls-for-european-regulated-industries,2026-06
Deutsche Telekom,DE,,,Core / Domain,"Sovereign AI platform for the German federal government (Germany Stack), with initial KIPITZ application supporting public-sector employees with intelligent document processing, knowledge management, translation, text summarization and faster planning/approval procedures. [Deutsche Telekom + SAP]",claimed,none,,https://www.telekom.com/en/media/media-information/archive/telekom-to-build-sovereign-ai-platform-for-the-german-federal-government-1105278,2026-05
Deutsche Telekom,DE,,,Back-office / Ops,"T-Systems + SupplyOn 'AI-native Sourcing': agentic AI on the sovereign Industrial AI Cloud assisting supplier selection, bid evaluation and purchasing decisions across the SupplyOn industrial supply-chain network, with planned expansion to quality, invoicing and risk. [T-Systems Industrial AI Cloud (NVIDIA Blackwell GPUs) + SupplyOn]",claimed,"140,000 connected companies; 10,000 NVIDIA Blackwell GPUs; ~0.5 exaflops",,https://www.telekom.com/en/media/media-information/archive/t-systems-brings-ai-into-the-supply-chain-1105624,2026-06
Deutsche Telekom,DE,,,Sales / Marketing,"Bundled n8n AI-agent automation offering (licenses, implementation, training) for mid-sized business customers, targeting invoice processing/classification/compliance, logistics document automation and marketing campaign optimization. [n8n]",claimed,none,,https://www.telekom.com/en/media/media-information/archive/n8n-and-deutsche-telekom-the-fast-track-to-ai-agents-1105534,2026-06
Allianz,DE,,,Software / Code,"Global enterprise deployment of Anthropic's Claude, integrated into Allianz's internal AI platform for all employees, plus Claude Code already used by thousands of Allianz developers worldwide. Part of a three-project partnership (workforce empowerment, agentic AI for operations, transparency/compliance with full decision logging). [Anthropic (Claude, Claude Code)]",claimed,"156,000 employees (NOT stated in the cited release — press-attributed only); Claude Code used by thousands of developers (confirmed in release)",,https://www.allianz.com/en/mediacenter/news/media-releases/260109-allianz-and-anthropic-forge-global-partnership.html,2026-01
Allianz,DE,,,Back-office / Ops,"AllianzGPT — internal generative AI platform/chatbot combining generative AI with secure data integration, enabling employees to use AI safely and reducing shadow-AI risk. 900+ AI use cases registered internally worldwide. [Internal platform (Claude models integrated per Anthropic partnership)]",confirmed,900+ AI use cases registered internally worldwide,,https://www.allianz.com/en/mediacenter/topics/artificial-intelligence.html,2025
Allianz,DE,,,Core / Domain,"Project Nemo — agentic AI system with seven specialized agents (planner, cyber, coverage, weather, fraud, payout, audit) automating low-complexity food-spoilage claims, with humans retaining final payout authority.",confirmed,80% reduction in processing time (days to hours); full workflow under 5 minutes; deployed in Australia within 100 days,,https://emerj.com/artificial-intelligence-at-allianz-two-use-cases/,2025-07
Allianz,DE,,,Security / Risk,Incognito — supervised machine-learning fraud-detection system trained on historical labeled claims that flags suspicious claims for human investigator review.,confirmed,£37.7M fraud savings in Allianz UK (H1 2024); 10% YoY increase in claim fraud detection; 150% increase in application fraud savings vs. plan,,https://emerj.com/artificial-intelligence-at-allianz-two-use-cases/,2023
Allianz,DE,,,Customer Support,"""Mia"" — Allianz's own AI chatbot for employees, enabling agents to answer simple customer questions more quickly.",confirmed,none,,https://www.allianz.com/en/mediacenter/news/articles/260713-how-allianz-is-leveraging-ai-in-its-customer-business.html,2025
Allianz,DE,,,Core / Domain,Insurance Copilot — generative AI tool supporting claims management and settlements for employees.,confirmed,none,,https://www.allianz.com/en/mediacenter/topics/artificial-intelligence.html,2025
Allianz,DE,,,Customer Support,"Verint AI bots deployed for customer service, including knowledge management, real-time agent assist, speech analytics, and automated call summarization. [Verint]",confirmed,none,,https://www.linkedin.com/posts/activity-7373880715454709760-txyA,2025
Allianz,DE,,,Customer Support,"AI-powered insurance claims chatbot (Allianz Benelux) built on Landbot, mapping 92,000+ search terms to correct claim forms/products with a real-time feedback loop (Slack/Trello). Note: source characterizes it as rule-based/keyword decision-tree rather than LLM. [Landbot]",confirmed,"18,000+ customers; 90% positive rating (93% Dutch version); feedback-to-improvement within 24h",,https://www.zenml.io/llmops-database/ai-powered-insurance-claims-chatbot-with-continuous-feedback-loop,2020
Allianz,DE,,,Customer Support,"NLP-powered customer-support chatbot builder and analytics dashboard for Allianz, filtering routine questions so agents handle complex cases. [Motius (Dango, React, NLP)]",confirmed,none,,https://www.motius.com/case-studies/how-allianz-optimizes-customer-support-a-holistic-chatbot-solution,2020
Allianz,DE,,,Core / Domain,Climate Adaptation & Resilience Services (CAReS) — AI/predictive-modeling platform for multi-peril climate risk assessment producing quantifiable loss estimates.,confirmed,"Assesses 12 perils; forecasting through 2080 (timeframes: present, 2030, 2050, 2080)",,https://digitaldefynd.com/IQ/allianz-group-using-ai/,2025
Allianz,DE,,,Core / Domain,"Agentic AI for insurance operations under the Anthropic partnership: custom Claude-based agents orchestrating multi-step workflows in motor and health insurance (intake through claims), plus multilingual voice assistants for roadside assistance and automated pet-insurance invoice processing. [Anthropic (Claude agents, MCP)]",claimed,pet insurance invoice processing within four hours,,https://www.allianz.com/en/mediacenter/news/media-releases/260109-allianz-and-anthropic-forge-global-partnership.html,2026-01
HSBC,UK,,,Security / Risk,"Anti-Money Laundering AI (Dynamic Risk Assessment): custom ML models trained on customer data to detect suspicious activity and financial crime networks without predefined rules, replacing legacy rules-based transaction monitoring. In production in UK and Hong Kong, expanding globally. [Google Cloud (Anti Money Laundering AI)]",confirmed,"2-4x more suspicious activity identified (2x commercial, 4x retail); 60% reduction in alert volume/false positives",,https://cloud.google.com/blog/topics/financial-services/how-hsbc-fights-money-launderers-with-artificial-intelligence,2023
HSBC,UK,,,Software / Code,AI coding assistants for software developers to speed up and improve safety of releases across HSBC Technology engineering teams. [GitHub Copilot],confirmed,"20,000+ developers using coding assistants; 15% efficiency in time spent coding",,https://www.hsbc.com/who-we-are/hsbc-and-digital/hsbc-and-ai/transforming-hsbc-with-ai,2025
HSBC,UK,,,Customer Support,"Generative AI assistant supporting client servicing in Corporate & Institutional Banking, helping staff handle client interactions and reduce turnaround times.",confirmed,Supports ~3 million client interactions annually; 88% of clients rating HSBC easy to deal with,,https://www.hsbc.com/who-we-are/hsbc-and-digital/hsbc-and-ai/transforming-hsbc-with-ai,2025
HSBC,UK,,,Customer Support,"AI chat/conversation summarization in Wealth & Personal Banking UK contact centres, giving agents automatic summaries of prior interactions to improve service quality and cut waiting times.",confirmed,none,,https://www.hsbc.com/who-we-are/hsbc-and-digital/hsbc-and-ai/transforming-hsbc-with-ai,2025
HSBC,UK,,,Back-office / Ops,"Group-wide LLM-based employee productivity platform for translation, document analysis and text assistance, available to colleagues across the organisation.",confirmed,none,,https://www.hsbc.com/who-we-are/hsbc-and-digital/hsbc-and-ai/transforming-hsbc-with-ai,2025
HSBC,UK,,,Core / Domain,AI credit analysis tool that accelerates credit application processing by drawing on trusted internal and external data sources to speed up credit write-ups.,confirmed,none,,https://www.hsbc.com/who-we-are/hsbc-and-digital/hsbc-and-ai/transforming-hsbc-with-ai,2025
HSBC,UK,,,Core / Domain,"HSBC AI Markets: client-facing digital trading platform using machine learning and NLP to deliver market insights, trading strategies and analytics conversationally via the Evolve platform. Live for clients (explicitly non-generative ML/NLP).",confirmed,none,,https://www.business.hsbc.com/en-gb/products/hsbc-ai-markets,missing
HSBC,UK,,,Back-office / Ops,"Harvey AI legal platform piloted in HSBC's Global Legal function for contract analysis, due diligence and compliance review to increase efficiency and speed response times. [Harvey AI]",claimed,none,,https://www.hsbc.com/news-and-views/news/media-releases/2026/hsbc-announces-harvey-ai-for-their-legal-platform,2026-01
HSBC,UK,,,Back-office / Ops,"Strategic partnership to deploy self-hosted Mistral AI foundation models on HSBC internal systems for employee productivity, marketing personalization, financial analysis, multilingual reasoning/translation, with planned use in credit/lending, onboarding and fraud/AML checks. [Mistral AI]",claimed,none,,https://www.hsbc.com/news-and-views/news/media-releases/2025/hsbc-and-mistral-ai-join-forces-to-accelerate-ai-adoption-across-global-bank,2025-12
HSBC,UK,,,Core / Domain,"Multi-year Google Cloud partnership to deploy Gemini models and the Gemini Enterprise agent platform for generative/agentic AI across wealth management advice, financial crime detection (agentic AI on ~1bn monthly transactions), and an internal decision assistant reducing meeting prep time. [Google Cloud (Gemini, Gemini Enterprise, DeepMind)]",claimed,200+ new AI use cases targeted over two years; each highest-value initiative projected to return more than US$100m; financial crime intervention targeted twice as fast,,https://www.hsbc.com/news-and-views/news/media-releases/2026/hsbc-and-google-cloud-announce-transformative-ai-banking-partnership,2026-06
China Mobile,CN,,,Core / Domain,"Jiutian foundation large model — China Mobile's self-developed, fully domestically-controllable LLM family (Jiutian 3.0 with Zhongqing language MoE model, Shanzhi multimodal model, and code/math specialist models). Serves as the base platform powering 100+ AI products and 29+ industry agents across the group. [China Mobile Jiutian (self-developed)]",confirmed,35% improvement in complex reasoning; GPQA-Diamond 77.67 (2nd globally); 15T tokens pre-training,,https://news.aibase.com/news/20053,2025-07
China Mobile,CN,,,Customer Support,"Lingxi Intelligent Agent — consumer-facing AI assistant built on Jiutian, providing human-like scheduling, life/office/home services and communication features across five high-frequency scenarios (mobility, daily life, home, office, communications). Version 2.0 released at WAIC 2025. [China Mobile Jiutian]",confirmed,none,,https://en.youth.cn/RightNow/202507/t20250728_16143015.htm,2025-07
China Mobile,CN,,,Customer Support,"Customer Service Large Model — LLM for smart customer service that reduces irrelevant responses and slow resolution, trained via pre-training + instruction fine-tuning + RLHF, built by China Mobile's online marketing service center and Jiutian Innovation Research Institute. [China Mobile Jiutian]",claimed,none,,https://www.gsma.com/get-involved/gsma-foundry/gsma_resources/china-mobile-customer-service-large-model/,2024
China Mobile,CN,,,Back-office / Ops,"Automated network operation and maintenance — large AI models across business, wireless and core network domains monitor indicators in real time, use NLP to alert O&M staff on alarms, diagnose quality issues and recommend remedies. Deployed in Shandong province. [ZTE]",confirmed,30% projected increase in overall O&M efficiency,,https://www.gsma.com/get-involved/gsma-foundry/gsma_resources/automating-network-operation-and-maintenance-china-mobile-zte/,2024
China Mobile,CN,,,Security / Risk,"Multimodal LLM message anti-fraud — 'Smart Safeguard' system analyzing text, audio, video and image content/intent to detect fraudulent messages and warn recipients, integrated into SMS and rich-media message centers. Deployed by China Mobile Shanghai (GPUs serving ~10M subscribers). [ZTE]",confirmed,60% reduction in reported fraud cases; 99% accuracy; 80% reduction in manual review,,https://www.gsma.com/get-involved/gsma-foundry/gsma_resources/cmcc-and-zte-multimodal-llm-enhanced-anti-fraud-solution/,2023-10
China Mobile,CN,,,Security / Risk,"AI anti-fraud calling service — real-time analysis of voice content and media streams during live calls to detect voice/telecom fraud, triggering call interruption, alerts and guardian notification, processed locally on the 5G network. Deployed in Henan province; won PT/ICT 2025 top prize. [ZTE]",confirmed,none,,https://www.mobileworldlive.com/china-mobile-henan-and-zte-ai-anti-fraud-calling-wins-pt-ict2025-top-prize/,2025
China Mobile,CN,,,Back-office / Ops,"Intelligent RAN Parks — 5G-Advanced + AI wireless network operations targeting L4 autonomy with self-configuration, self-healing and self-optimization, using Huawei digital-avatar agents (Optim Spirit, Bit Mentor, FME Mate, Watt Spirit) and chat-like operations. Operational parks in Anhui and Fujian (also Henan). [Huawei]",confirmed,20% faster fault resolution; 10% energy reduction; CNY50M annual electricity savings; 21.6% of poor-quality work orders auto-resolved,,https://www.mobileworldlive.com/china-mobile-and-huawei-launch-worlds-first-intelligent-ran-parks-ushering-in-a-new-era-of-intelligent-communications/,2025-03
China Mobile,CN,,,Core / Domain,"Jiutian industry-specific large models — 20+ vertical large models built on the Jiutian platform for sectors including healthcare/medical diagnosis, governance, and networks; the Jiutian Medical model is embedded in clinical diagnosis-and-treatment workflows (Guangzhou). [China Mobile Jiutian]",claimed,none,,http://en.sasac.gov.cn/2024/04/15/c_16963.htm,2024
China Mobile,CN,,,Back-office / Ops,"Green 5G AI energy-saving program — AI-driven autonomous network optimization for end-to-end energy saving across wireless base stations, transport networks and data centers, combined with MetaAAU antennas. Deployed in Shanghai and Shenzhen.",confirmed,30-35% energy reduction (Shanghai); 47% energy savings per building (Shenzhen),,https://www.gsma.com/get-involved/gsma-foundry/wp-content/uploads/2024/11/Green-networks-in-action-China-Mobile.pdf,2024
China Mobile Ltd,CN,,,Core / Domain,"Jiutian (Nine Days) generative AI foundation large model, self-developed by a central SOE; trained on 2+ trillion tokens with embedded professional knowledge across telecom, energy, steel, transport and other industries; offered as inclusive Model-as-a-Service. Early enterprise adopters include China Ocean Shipping (COSCO) and China Railway Construction. [China Mobile Jiutian (self-developed)]",confirmed,trained over 2 trillion tokens; knowledge across 8 industries,,https://www.globaltimes.cn/page/202310/1299716.shtml,2023-10
