87	"Golden Production Batch" AI model (historical+real-time+craftsman data) predicting premium-liquor yield; AI digital detection; first "excellence-class intelligent factory" in baijiu
89	AI intelligent mine (Shendong/Daliuta: 20+ intelligent projects, remote coal extraction); 45.46M yuan invested in coal-industry LLM research; "AI+智能综合平台" w/ domestic AI tool chain
90	"智能综合运维管理系统V1.0" — 2D/3D digital model, multi-disciplinary lifecycle data fusion, PHM bridge health monitoring
92	AI real-time fermentation control system (12 core indicators: temp, humidity, microbial activity); industrial-internet platform upgrades
95	AI + big data + industrial IoT across pig-production stages (smart feeding, disease detection); intelligent devices to lower farming cost
98	"昆仑"(Kunlun) 300-billion-parameter energy LLM (May 2025); "1+4+N" architecture across exploration/refining/sales; refining process-optimization models; AI station agents 24h; 1,950P peak compute
101	"BOCAI" large-model capability platform (400+ intelligent assistants); 3,600+ RPA-automated scenarios; DeepSeek R1 integration
106	"HomeGPT" vertical domain LLM; self-developed "AI Eye" multimodal cooking agent; COSMOPlat AI+digitalization; AI-enabled Casarte appliances
109	Multimodal full-stack financial LLM w/ SenseTime (since Aug 2023) for intelligent Q&A, research & research-report generation; "All in AI" IT investment
110	"盐湖产业AI创新应用联合实验室" (w/ China Telecom & Huawei); dual-driven intelligent models (process + AI); first centrifuge ore-output AI soft-measurement model in production; "产业大脑+未来工厂"
113	no confirmed deployment found (company states AI large-model applications under "research and promotion", engaging AI vendors; no named deployed system)
114	HQ-level AI center + thousand-card compute base; 100bn-scale open-source LLMs + 8 AI components; 200+ digital-worker scenarios (wealth/inclusive/IB); "AI+应用规划白皮书1.0"
120	Quality management platform (2025, data-driven); multi-scenario modeling for complex shear-line operations; "特高压+新能源+储能+工业AI" integration
126	"先锋"(Pioneer) vertical LLM series — 6 domain models (tunnel/underground first, bridges, electrical, surveying); tunnel model trained on 773 routes / 120bn construction data points; shield-machine AI
133	"邮智"(Youzhi) self-controlled LLM (compute-to-app); 260+ application scenarios; 24 general AI capabilities opened to branches; enterprise LLM task force
134	merged into CSSC group (中国船舶); shares group-level AI: "海鲲"/"百舸" shipbuilding LLMs, machine-vision weld inspection — no separate named 中国重工 deployment surfaced | CONFIRMED (group-level)
135	"Annual Report Easy View (年報易覽)" AI platform giving listed companies guidance to prepare Listing-Rules-compliant annual reports
137	Cross-listed (also in CSI300) — self-controlled LLM 500+ scenarios, AI digital workers ≈55,000 person-years
139	Selected (twice) for HKMA/Cyberport Generative AI Sandbox; large-model deployment for financial services (2024 annual report)
140	Cross-listed (also in CSI300) — "AI First", AIAgent retail, 10B-param financial LLM
141	Cross-listed (also in CSI300) — "BOCAI" platform 400+ assistants, 3,600+ RPA, DeepSeek R1
145	AI smart-mall management (Shanghai iAPM); property operations digital transformation; generative-AI executive training
147	AI-powered smart energy management system rolling out to 54 properties by FY2024/25; "Link Up" digital mall engagement platform
148	"万象云AI大模型" O&M platform (135 malls); AI energy "brain" (Qinghe Wanxianghui saved 660,000 kWh); Tencent Cloud AI upgrading 65M-member digital experience & smart commercial mgmt
150	Smart/intelligent baccarat gaming tables fully deployed across all mass-market areas (2nd Macau operator to complete rollout)
151	AI acoustic-monitoring system (voiceprint analysis of running-train undercarriage for early wear); AI passenger-flow prediction + smart-diversion; HKUST AI research (HK ICT Awards)
155	Cross-listed (also in CSI300) — "长城" LLM (100k+ users, 1,590 agents), AI digital employee
156	Cross-listed (also in CSI300) — "昆仑"(Kunlun) 300B-param LLM, 1+4+N
160	Manufacturing domain agents across 6 core business processes (7-day POC, 2-week private deploy); "乐享/Leshare" enterprise super agent (CCF case); 3 super agents at WAIC 2025; hybrid AI
162	Cross-listed (also in CSI300) — smart mining, 45.46M yuan coal-industry LLM
165	Cross-listed (also in CSI300) — "天神之眼"(God's Eye), "璇玑"(Xuanji), 72M km/day
166	AI vision inspection (ms-level, full product); AI decision "brain" at Foshan factory central control; global brand-analytics platform on Microsoft Azure
167	Smart-table system on 1,100+ baccarat tables (AI + RFID chip capture, by Jan 2025); AI-driven patron-data "new frontier"; AI ops training
168	"阿福" AI agent family (400+ agents across 24,000 employees: display/product agents); unified large-model service center; AI member analytics (53M members); o9 supply-chain AI
169	"WuXi ProDesign" antibody design model; "PatroLab" bioprocessing digital-twin; NVIDIA BioNeMo AI (protein stability/affinity, 20+ antibody projects); Tencent Cloud AI middle platform
171	"MENGNIU.GPT" (claimed world-first nutrition/health domain model, passed 21 nutrition certifications); "AI-driven dual flywheel" (w/ Alibaba/Tencent/Zhipu/Huawei)
174	Cross-listed (also in CSI300) — 选矿AI辅助系统, "紫金方舟", DeepSeek assistant
178	Cross-listed (also in CSI300) — "HomeGPT", "AI Eye" cooking agent, COSMOPlat
182	GenAI across manufacturing & customer service; AI-designed A320 structural part entering serial production; Mistral AI partnership
184	ML/AI deployed across production, engineering, R&D for 10+ years; explainable AI self-driving labs for catalyst discovery (with Fritz-Haber-Institut)
186	AI as central driver of R&D innovation to develop more effective/sustainable skincare formulas faster (per 2025 annual report)
188	First customer in Germany to deploy autonomous AI agents on its Salesforce platform to improve customer experience
189	Expanded AI as core of strategy upgrade; EUR 600M AI investment, targeting 21% return by 2030, ~3,000 jobs cut; multiple production use cases
190	GenAI application (with Microsoft) to read & analyze requirement specs (Lastenhefte) near error-free, identifying key sections and summarizing requirements
191	Rolled out LibreChat (GenAI assistant) to all employees worldwide; AI in quality assurance & production control at Wörth (Europe's largest truck plant)
192	Developed own GenAI solution "dbLumina" with Google Cloud, run controlled inside the bank; ~6,000 employees trained in cloud/AI; AI for trader-misconduct early detection
193	CTO drives strategic GenAI deployment across the market-infrastructure group with a governance framework
196	Long-standing AI use for digitalizing energy grids, improving customer services and employee enablement; renewable-energy AI innovations; AI governance framework
198	Completed first phase of world's largest anonymized clinical dialysis database ("Apollo"); AI moving from theory to bedside kidney-care decision support (ASN Kidney Week 2025)
199	"GEA Intellicant" AI cloud solution + Virtual Machine Operator (VMO) deployed in wastewater treatment/decanters; AI for animal-welfare monitoring, machine optimization
201	Expanding worldwide use of AI-powered autonomous haul vehicles (sensors/cameras/AI) in quarries; building digital ecosystem of integrated AI services across value chain
202	AI in sales/pricing replacing "gut feeling"; AI a dominant 2025 theme cited in FY2025 investor results as materially reshaping how the company works
204	AI deployed across entire value chain to optimize products/processes, automate routine tasks, and act as co-pilot for creative work; strategic anchoring with standardized data structures
205	Group Data/Digital/IT strategy; Electronics unit supplies AI-critical semiconductor materials; AI in R&D acceleration (FY2025 report)
206	AI-based object-recognition system (ABE) using deep learning + image/weight data to auto-classify engine components during maintenance/overhaul; AI competence center (with Fraunhofer)
207	"aiSure" product insuring performance risk of AI models; 100+ AI experts; AI a central lever of "Ambition 2030" strategy across value chain
209	"Franklin by QIAGEN" AI-powered cloud clinical decision support for real-time NGS analysis; QIAGEN Clinical Insights (QCI); AI + expert genomic curation
210	~100 identified AI use cases ("becoming an AI house"); AI/ML for autonomous convoy (won ELROB 2024), shortening decision cycles, reducing personnel needs
218	Committing up to EUR 1bn through 2030 to AI-supported vehicle development, industrial applications and IT systems (announced at IAA Mobility)
219	Integrating AI into housing infrastructure to enable independent living for older residents (barrier-reduced living concepts); backed AI-in-home survey of 2,500 seniors
220	Generative AI to make shopping more inspiring/entertaining; AI cited as growth driver and efficiency lever in Q1 2026 results
221	~150 AI agents on "One Digital" platform automating engineering, safety, procurement and project control
222	Member of IndesIA industrial-AI consortium; AI-driven operational improvement & digitalization at Acerinox Europa plant
225	AI-driven "smart desalination" plant in Florida; won Global Water Awards 2026 best AI project
227	ChatGPT Enterprise rolled out to 120,000+ employees (scaled from 11,000 pilot); strategic OpenAI alliance
229	Group-wide generative AI deployment (phase 2); AI applied across customer conversations & digital contracting
230	3-month AIOps pilot with Cisco to automate telecom network service operations
235	Google Cloud AI & LLMs deployed across drug-development phases; AI on plasma repository to predict Parkinson's up to 12 years early
237	450+ AI projects across smart grid, distribution, customer service and infrastructure management
240	AI/ML + Big Data/Business Analytics integrated into Logista Pharma's technological-commercial platform; AI in its tech/software stack
242	Strategic AWS collaboration for AI-driven steelmaking: real-time process optimization, industrial automation, decarbonization
245	AI + IoT + data analytics for substation asset monitoring & remote management on the transport grid
246	ARiA AI ecosystem + own multi-agent platform; 22 autonomous AI agents deployed across Digitization & Services Division (with Accenture)
248	Specialized AI agents deployed across banking domains; IBM partnership to embed AI into core banking systems; dedicated AI unit (Sabadell Digital, 1,000+ specialists)
249	"AI-first" strategy: AI tools to 185,000 employees; fastest global ChatGPT Enterprise deployment (15,000 seats initially); OpenAI partnership
250	70+ generative-AI use cases identified; big-data/AI predictive pavement maintenance on Sacyr Concesiones highways
251	Generative AI for internal network optimization/disruption detection (with Nvidia & Tech Mahindra); GenAI across internal processes
253	AI-based customer service platform on AWS Connect across luxury/lifestyle brands, 110+ countries (with Deloitte)
255	Group AI Charter + AI/GenAI adopted in operations to improve efficiency and develop innovative customer/patient solutions (own charter + annual report)
257	AI-based planning optimization for A330/A350 programs
259	Group-wide AI deployment across all business lines (2025 Integrated Report)
260	Strategic collaboration with AWS to drive industrial automation across global steel operations via cloud, AI and edge tech (own regulatory news release)
261	AI + big data at Differdange facility intervening at specific manufacturing stages to create economic/environmental value; group Digital Labs AI programme
262	"NADIA" (New Data & AI Ambition) program — 400 data/AI use cases targeted, ~2,000 AI experts mobilized, full cloudification by 2026 (group announcement)
263	Internal generative AI platform (AXA Secure GPT) built on OpenAI tools for employee productivity/service (own disclosure)
265	Internal "LLM as a Service" platform enabling generative AI use cases across business functions (own press release, 2025)
266	Group-wide multi-year partnership with Mistral AI (renewed 3 yrs, all Mistral models) for AI applications (own press release, 2026)
268	Independent AI-assessment/EU-AI-Act audit offering powered by AWS "AIRI" multi-agent AI system (combines on-site audit, doc analysis, direct testing) (own newsroom release)
270	AI-enabled sales workflows (ArcelorMittal Brazil) — margin impact (McKinsey case study)
271	Responsible AI framework + industrialized GenAI governance at AXA France (tackling "Shadow AI"), scaling AI across insurer
272	AI integrated across operations (since 2015); GenAI in latest tech stack — targets EUR 750M value creation by end-2026 via new revenue, efficiency gains, better risk control
273	"Perform AI" services portfolio + GenAI offerings; AI cited as driver of Q1 2026 +11% growth and internal transformation; acquired WNS ($3.3B) for AI-based intelligent operations
275	Partnership with Mistral AI to accelerate scaled deployment of generative AI models for global clients (own press release)
276	"Generative AI for Customer Experience" offering deployed for enterprise clients (own services page)
277	Multi-year Microsoft partnership to integrate AI across all activities + "Danone Microsoft AI Academy" for workforce training; Singapore Digital Lab image-detection tool for nutritional deficiencies
279	Industrial partnership with Vusion for IoT + AI smart-shelf/electronic-label digitalization of entire French store network by 2030
280	AI acceleration: dedicated internal "Entreprise IA" company to industrialize AI across the group, ~EUR 500M invested 2026-2028 (own press release)
281	Generative AI plan: 36 prioritized use cases across six business domains
283	Long-term strategic partnership with NVIDIA for a shared industrial AI architecture; three AI "companions" integrated into 3DEXPERIENCE (Nemotron/Omniverse) targeting 10x engineer productivity (own press release, 2026)
284	Scientific AI + virtual companions embedded in the 3DEXPERIENCE platform for faster product development (own product page)
285	AI/data at core of "Amplify 25-28" strategy; AI applied to HR and fleet management; AI certification rolled out to 12,000 employees (Quintessence AI consortium); dedicated Chief Data & AI Officer (own integrated report + group page)
289	Smart Eyewear Lab (est. 2022, 100+ researchers) developing AI + connected-health eyewear tech (own news)
291	Eurofins Biomnis + SeqOne AI partnership for genetic variant interpretation in ~6 weeks
292	KNXT "Madeline" — ChatGPT-powered virtual luxury personal-shopper assistant (launched 2023)
293	Group AI/IT strategy formalized: appointment of Director Digital, AI & IT to accelerate technological transformation (own press release, 2026)
294	Strategic NVIDIA partnership for industrial AI platform (virtual twins); launching 3 AI agents "Aura, Léo, Marie"; signed EU AI Pact
299	Collaboration with OpenAI to transform beauty with AI, announced VivaTech 2026 (own press release)
300	NVIDIA AI Enterprise partnership for AI solutions incl. large-scale 3D product rendering (own press release)
301	IBM partnership to build an AI model for sustainable cosmetics formulation
303	"Gaia" and "Elia" generative-AI agents (built with Artefact on Azure OpenAI) — Elia provides enhanced product info to customer support & product managers (own disclosure via Microsoft case)
305	"MaIA" internal generative-AI assistant (built on Google Gemini/Imagen + OpenAI GPT, Google Cloud), deployed across 75+ Maisons; ~2M monthly queries, 40,000 employees (company press event disclosure)
309	Appointed Director of Digital, AI & IT to Executive Committee (Mar 2026 press release); AI + 3D at core of tech roadmap; Data Platform for omnichannel CRM, data science, AI
310	GenAI assistants deployed to support functions with ~70% adoption; internal collaboration-centric rollout (own hellofuture disclosure)
318	Google Gemini AI integrated into OpenR Link in-vehicle infotainment across the range
320	Strategic AWS partnership to deploy generative AI at scale (Amazon Bedrock); data-platform migration (own AWS press release, 2025)
321	"MIA" — AI-generated avatar serving as face/voice of the "Voice of the Future" digital series on sustainable construction (own news)
322	Group data & AI strategy moving projects from PoC to production value across 160,000 employees / 80 countries (own program disclosure)
323	"plai" app (built with Aily Labs) deployed at scale — real-time AI-driven 360° data view across all activities; Sanofi aims to be first AI-powered pharma at scale (own press release, 2023)
324	Third Digital Accelerator (Lyon) integrating AI at scale into pharmaceutical production (own press release, 2025)
327	"SocGen AI" dedicated entity to pilot AI integration group-wide; genAI strategy in financial services with numerous operational use cases (own news)
329	Scaling AI models "to generate value at scale" on Google Vertex AI; accelerating AI agents to support employees (since 2023) - group data science lead Axel de Goursac
331	"Orange AI": GenAI products Live Intelligence, Mon IA Pro, and Le Chat (Mistral AI) bundled with Pro Mobile subscriptions; AI applied to networks + customer service; co-founded Positive AI
333	Strategic partnership with Mistral AI moving from pilots to enterprise-wide genAI deployment across engineering, embedded/in-car experiences and operations; Innovation Lab + Transformation Academy (own press release)
334	"ST Edge AI Suite" + NanoEdge AI Studio + STM32 AI — tools/silicon to embed ML/AI in STM32 MCUs, automotive Stellar controllers and MEMS sensors (own newsroom + product pages)
335	Microsoft partnership (~$185M) to deploy generative-AI tools across customer-experience operations; orchestration of AI agents + human expertise (own/press disclosure)
338	Partnership with Mistral AI + joint AI innovation lab to improve operational performance across activities, notably low-carbon energy (own press release, June 2025)
339	Video-based AI audience measurement (partner Digeiz, since 2019) deployed across 24 shopping centers; "Westfield Rise" retail-media with AI audience qualification
340	Global rollout of an AI-based digital solution to optimize water/energy/waste management; AI-equipped waste-sorting bins/cameras deployed in France (own press releases)
343	VINCI Highways AI license-plate recognition on Houston toll network (205km, 600M+ vehicles/yr) at 99.9% precision; "PatrolCare" AI for road-worker safety (own newsroom)
344	no confirmed deployment found (data-center buildout for AI infra, not internal AI use)
345	AI-augmented terminal operating system (Kaleris partnership) across 15 container terminals at 9 ports; $100M investment
351	FinAI: AI handled 20M customer calls, voice-to-text for 520k customers, created 100k new loan offers generating ~Rs 1,600 crore new loans; 800+ AI agents planned in lending & ops
352	"Finserv Intelligence" group-wide applied AI/deep-tech research initiative (Rs 1,500-2,000cr over 5yr); IIT Bombay partnership; group FinAI strategy
353	AI embedded in defence products (surveillance/combat systems) already operational with armed forces; 5-yr AI roadmap since 2018-19; CoE-AI inaugurated Pune Feb 2026 + formal AI Policy
354	India's first AI-powered network spam detection: processes 1 trillion records real-time, flags ~100M spam calls & 3M SMSes/day; dual-layer protection
356	AI-powered satellite geospatial dashboard for smart mine monitoring (NRSC); AI/ML predictive analytics for underground fire surveillance (ISRO, Dhanbad); AI video surveillance across 5,000+ cameras
359	"Nugget" in-house AI-native customer support (voice/chat/email agents) used across Zomato, Blinkit, Hyperpure & also sold externally; OpenAI partnership for automation/search/partner workflows
370	"Infosys Topaz" AI-first services/solutions/platforms & "Topaz Fabric" agentic AI — primarily SOLD to clients (e.g. E.ON 77k employees, AWS partnership); internal own-workforce use asserted but not named/quantified
372	AI-powered JioFinance super-app: agentic AI + NLP for personalised financial marketplace (loans, investments, insurance), AI/ML/neural nets to build financial scores & advise users
382	"Jio Brain" comprehensive AI toolset covering the full AI lifecycle, deployed across Jio's telecom platform (incl. 6G development); Jio AI-Cloud + gigawatt-scale AI data centres (Jamnagar)
388	AI-driven internal workforce/job-allocation system reportedly handling ~50% of internal assignments; ~160k AI-skilled employees; AI Experience Zone; 100k/yr retraining
389	"WisdomNext" GenAI aggregation platform SOLD to clients to build/fine-tune custom LLMs; TCS.AI services portfolio
393	"Project Indus"/Indus 2.0 foundational Indic LLM (37+ Hindi dialects, NVIDIA NeMo, "GenAI-in-a-box" with Dell/Intel) — built as product; internal use limited to Makers Lab beta & employee upskilling
396	AI-enabled smart dispatch systems & remote monitoring for logistics + emissions; IoT+AI mining optimisation (Sonebhadra); enterprise AI scaling (LBS case study)
397	"Lab45 AI Platform" (pluggable GenAI, self-claimed up to 30% productivity gains) + "ai360" ecosystem ($1B/3yr) SOLD to clients; internal use limited to training all 250k employees on AI fundamentals
399	AI-ML powered Quality Check tool in smart metering business (award-recognised); limited further AI disclosure
401	ASSET360 cloud AI/ML predictive analytics for real-time asset-health monitoring across 23 thermal units (Black & Veatch/Atonix); AVEVA PI System; AI thermal-imaging fault flagging
403	no confirmed deployment found (pure investment holding company; AI activity belongs to operating subsidiaries Bajaj Finance/Finserv)
407	Increasing AI deployment in manufacturing operations for productivity/efficiency; India positioned as global AI development hub for smart mobility & industrial automation (own statements — generic, no named deployment)
409	GenAI across lending operations (Nucleus Software) automating credit workflows & onboarding; AI-led collections interventions expanding to sales & credit
410	AI/ML for operational excellence & smart manufacturing (IoT); deep learning + reduced-order models to predict engine performance & emissions; Global Competency Center building AI/ML/RPA
411	Only AI-driven network automation (Juniper Networks) across manufacturing sites; no disclosed AI in process chemistry/QC/pharma manufacturing itself
413	no strong confirmed deployment (DMart Labs innovation hub targets supply-chain/ops AI; specifics are research-paper/SEO grade, no company-named production system)
416	AI-based Snag Disposition System for automated fault detection (Tejas Bangalore unit); AI in CATS Warrior UAV teaming/autonomy; Industry 4.0 AI process controls in manufacturing revamp
417	AI Switchyard & Rectifier Hotspot Monitoring System at Debari smelter (Ripik.AI, self-claimed 20% loss reduction); AI across mining/smelting targeting Rs 2,000cr value
421	no confirmed deployment found (dedicated railway financing arm; digitalisation only, no named AI; railway AI belongs to Indian Railways not IRFC)
422	ML analytics production model for blast furnace productivity; AI models analysing furnace sensor data to optimise temperature control & material inputs (IndiaAI portal); Steel 4.0 asset mgmt & logistics
423	"BlueVerse" agentic AI ecosystem & marketplace (300+ industry/function agents) SOLD to clients; no disclosed internal-use deployment for own operations
427	no confirmed AI deployment found (power-sector financing NBFC; workflow/document digitalisation only, no named AI/ML system)
429	no confirmed deployment found (power-sector financing NBFC; promotes/finances AI-energy convergence but no internal AI use disclosed)
430	AI/ML, smart manufacturing & digital engineering named as strategic growth areas (Motherson Technology arm); no specific named production deployment disclosed
433	AI-driven solutions across energy operations, grid technologies & industrial systems (TCS partnership; supports HyperVault AI data-centre infra); grid stability for renewables
436	"Fleet Edge" connected platform (500k+ vehicles): AI predictive analytics, vehicle health monitoring, fault detection, trip/fuel optimisation; 12PB connected-vehicle data powering AI fleet services (commercial vehicles)
441	AI-powered WhatsApp dealer-support automation (Haptik.ai); cloud/AI platforms (SAP, Google) for supply-chain & distribution efficiency (annual report)
446	"One+One" intelligent agents for procurement workflow automation
449	AI-powered financial advisory ("Goal Based Plan"; Wealthype partnership) analyzing client data to augment advisors
450	Generative AI + robo-advisors to accelerate financial advisor productivity
454	"AI Enrichment" transaction categorization/clarity (Snowdrop partnership)
456	Strategic GenAI partnership with Domyn to embed generative AI in digital ecosystem
457	Google Cloud Vertex AI for automatic information routing + process automation (Google Cloud AI Groundbreaker Award)
458	AI supporting anti-money-laundering decisions + model interpretability
460	UptimeAI system at Festus, Missouri cement plant for asset reliability + operational performance
465	Big-data/AI for energy trading operations
468	Genesys partnership for AI customer experience optimization
469	ML + generative AI models for naval design, data management, human-machine interaction (Smart Manufacturing System)
471	First two AI applications for advisor network (workflow enhancement; X-Net platform)
474	AI systems on waste-collection vehicles (IBM collaboration) analyzing video to identify recyclables, map illegal dumping, measure container fill
476	Artificial Intelligence Lab at Innovation Center (applied AI research)
477	AI-equipped smart towers (cameras + IoT gateways) detecting wildfire smoke plumes early (Castelporziano)
479	"IVECO PLUS" AI-based highly-automated driving (lidar/radar/cameras 360 awareness)
480	Level 4 autonomous heavy trucks with PlusAI SuperDrive virtual driver (Spain program)
482	"Lisa" AI infrastructure for generative AI applications (Cineca partnership)
484	"LAMP" (Lottomatica Analytics Mesh Platform) integrating AI with advanced data management
486	AI-supported digital brand platform for product discovery + storytelling
487	"MonClient" clienteling CRM app integrating physical+digital client advisor interaction
489	Agentic-commerce with Google Cloud; completed first AI-agent-initiated transaction in Europe
493	Partnership with Healthily (medical AI) to redefine services for professionals, pharmacists, patients in Italy
494	AI collaboration (Avayl/Elsevier Life Sciences) for drug-discovery use of AI
495	AI solutions (AVEVA MOU) across estimation, design, construction phases of projects
498	Mistral AI partnership: AI in vehicle engineering, fleet data analysis, in-car assistant, manufacturing optimization
499	Microsoft + NVIDIA collaboration for predictive manufacturing in factories
500	ST Edge AI Suite + NPU-accelerated STM32 microcontrollers for on-device ML/AI in embedded systems
501	PIC100 silicon-photonics AI chips (with AWS) in large-scale production for AI/datacenter
502	Deeplite acquisition to embed AI-optimization software in MCUs/NPUs (energy/performance)
503	TIM Enterprise AI solutions for retail/healthcare/finance; distribution of Google AI Pro + Perplexity Pro to consumers
507	AI across risk management, banking operations, customer experience
508	10-year Google Cloud deal (Vertex AI + Gemini) for enterprise AI + employee digital training across 13 markets
511	Generative AI platform "neoAI Chat" deployed across airport, maintenance, cabin, flight ops depts from Oct 2025
512	AI Scheduler (AIS) automates pilot scheduling
513	BlueWX deep-learning turbulence prediction (with research partners since 2019)
514	Proprietary generative AI platform "JAL-AI" (launched Aug 2023), rolled out to all 56 airports Apr 2025, for office & field staff (maintenance, ground, docs, inquiries)
515	Level 4 autonomous truck deployment program in cooperation with Japan's MLIT (new holding co from Hino+Mitsubishi Fuso merger, Apr 2026)
516	Honda CI (Cooperative Intelligence) mapless autonomous driving + intent-understanding AI, targeting L4; Odawara City demos from Feb 2026 (CR-V, N-VAN e:)
517	Multi-agent generative AI system (developed Apr 2025) for Software-Defined Vehicle approach
519	AI for recognition/prediction/judgment in L4 autonomous truck development (RoAD to the L4 govt program, commercialization target 2027)
520	"MAX" (Mazda AI Transformation) unit established Sep 2025, ~400 staff, company-wide generative AI deployment beyond R&D into operations
521	Agentic AI PoC with Protiviti for internal audit functions (Azure)
523	Google Security Operations (AI-powered) deployed enterprise-wide
524	AI used in Skyline development
526	Wearable-camera AI on assembly line visualizes worker motion to reduce variance between experienced/new workers
527	Next-gen ProPILOT AI driving support (demoed on Ariya), Japan launch FY2027; AI-Defined Vehicle (AIDV) strategy
529	"Ollo Factory" work-analysis AI (real-time error detection) deployed at Sagara assembly plant (Jul 2025) & engine plant (Dec 2025)
531	Next-gen AI voice recognition on Arene OS (controls 200+ vehicle functions), for next-gen global production models
532	Anomaly-detection AI ("good-product learning") for high-precision inspection at Kinuura factory
533	Adopted Informatica AI-powered MDM solution to accelerate DX
534	AI recognizes assembly processes and gives feedback to trainees (with Shizuoka Univ)
535	Generative AI PoC for derivatives trade back-office EUC systems (Feb-Apr 2024)
536	Affiliate GMO Aozora Net Bank "AI Bank concept": AI to replace ~1,100 of 2,800 internal tasks by FY2028, ~JPY4bn / 3yr investment (NOTE: GMO Aozora Net Bank, a related entity, not Aozora Bank Ltd itself)
538	Plan to replace ~2,000 jobs worth of admin/sales/HR work with AI by FY2028; made Edge Technology a wholly-owned subsidiary
539	Snowflake platform for generative-AI data analytics
540	Loan review support AI + loan proposal document generation AI in core lending ops (with PwC / IBM)
